EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceSatisfactionIndex,ExperiencePriorToCurrentJob,EmployeeEngagementScore,DistanceFromHomeCategory,AgeGeneration,EducationDegree
798,29,0.0,Travel_Rarely,144,Sales,10,1,Marketing,1,4,Female,39,2,Sales Executive,2,Divorced,8268,11866,1,Y,Yes,14,1,80,2,2,7,1,7,Medium,Junior,Good,Short Distance,Gen Z,High School
799,37,0.0,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,2,Male,65,1,Research Scientist,1,Married,3564,22977,1,Y,Yes,12,1,80,1,3,7,1,7,Low,Junior,Better,Long Distance,Millennials,Bachelor Degree
800,35,0.0,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,1,4,Male,36,1,Laboratory Technician,4,Married,2269,4892,1,Y,No,19,4,80,0,2,0,0,1,Very High,Junior,Better,Short Distance,Millennials,High School
801,46,0.0,Travel_Rarely,644,Research & Development,1,4,Medical,1,4,Male,97,3,Healthcare Representative,1,Divorced,9396,12368,7,Y,No,16,3,80,1,3,2,0,3,Medium,Senior,Better,Short Distance,Gen Y,Doctoral Degree
802,47,1.0,Travel_Frequently,719,Sales,27,2,Life Sciences,1,2,Female,77,2,Sales Executive,3,Single,6397,10339,4,Y,Yes,12,4,80,0,2,4,1,3,High,Junior,Better,Long Distance,Gen Y,Associate Degree
803,30,0.0,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,2,Male,75,1,Research Scientist,4,Divorced,3761,2373,9,Y,No,12,2,80,1,3,4,0,3,Medium,Junior,Good,Short Distance,Gen Z,Doctoral Degree
804,29,0.0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,3,Female,93,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,1,80,1,1,5,1,7,Medium,Junior,Better,Long Distance,Gen Z,Doctoral Degree
805,50,0.0,Travel_Rarely,1207,Research & Development,28,1,Medical,1,4,Male,74,1,Laboratory Technician,3,Married,3221,3297,1,Y,Yes,11,3,80,3,3,8,3,8,High,Junior,Better,Long Distance,Gen Y,High School
806,34,0.0,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,2,Female,70,2,Sales Executive,3,Married,5714,5829,1,Y,No,20,1,80,0,3,5,1,3,Medium,Junior,Better,Short Distance,Millennials,High School
807,31,1.0,Travel_Rarely,330,Research & Development,22,4,Medical,1,4,Male,98,2,Manufacturing Director,3,Married,6179,21057,1,Y,Yes,15,4,80,2,3,2,6,7,High,Junior,Good,Long Distance,Millennials,Doctoral Degree
808,48,0.0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1,Male,97,2,Healthcare Representative,3,Single,4240,13119,2,Y,No,13,4,80,0,0,2,2,2,Medium,Senior,Good,Short Distance,Gen Y,Bachelor Degree
809,31,0.0,Travel_Frequently,715,Sales,2,4,Other,1,4,Male,54,2,Sales Executive,1,Single,5332,21602,7,Y,No,13,4,80,0,3,2,0,3,High,Junior,Better,Short Distance,Millennials,Doctoral Degree
810,49,0.0,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,3,Male,36,4,Manager,3,Single,15379,22384,4,Y,No,14,1,80,0,2,7,0,0,Medium,Senior,Better,Short Distance,Gen Y,Bachelor Degree
811,43,0.0,Travel_Rarely,1473,Research & Development,8,4,Other,1,3,Female,74,2,Healthcare Representative,3,Divorced,4522,2227,4,Y,Yes,14,4,80,0,3,2,0,2,High,Junior,Better,Short Distance,Gen Y,Doctoral Degree
812,34,0.0,Travel_Rarely,258,Sales,21,4,Life Sciences,1,4,Male,74,2,Sales Executive,4,Single,5337,19921,1,Y,No,12,4,80,0,3,7,5,7,Very High,Junior,Better,Long Distance,Millennials,Doctoral Degree
813,60,0.0,Travel_Rarely,696,Sales,7,4,Marketing,1,2,Male,52,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,2,80,1,3,7,1,9,Medium,Junior,Better,Short Distance,Gen X,Doctoral Degree
814,52,0.0,Travel_Rarely,258,Research & Development,8,4,Other,1,3,Female,54,1,Laboratory Technician,1,Married,2950,17363,9,Y,No,13,3,80,0,2,4,0,4,Medium,Mid-level,Good,Short Distance,Gen X,Doctoral Degree
815,25,0.0,Travel_Rarely,1280,Research & Development,7,1,Medical,1,4,Male,64,1,Research Scientist,4,Married,2889,26897,1,Y,No,11,3,80,2,2,2,2,1,High,Junior,Good,Short Distance,Gen Z,High School
816,46,0.0,Travel_Rarely,705,Sales,2,4,Marketing,1,2,Female,83,5,Manager,1,Single,18947,22822,3,Y,No,12,4,80,0,2,2,2,1,Medium,Senior,Good,Short Distance,Gen Y,Doctoral Degree
817,24,0.0,Non-Travel,830,Sales,13,2,Life Sciences,1,4,Female,78,1,Sales Representative,2,Married,2033,7103,1,Y,No,13,3,80,1,2,0,0,0,High,Junior,Better,Medium Distance,Gen Z,Associate Degree
818,29,0.0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1,Female,97,1,Research Scientist,4,Divorced,3760,5598,1,Y,No,15,1,80,3,5,2,1,2,Medium,Junior,Better,Short Distance,Gen Z,Bachelor Degree
819,41,1.0,Travel_Frequently,143,Sales,4,3,Marketing,1,1,Male,56,2,Sales Executive,2,Single,9355,9558,1,Y,No,18,3,80,0,5,7,7,7,Medium,Junior,Better,Short Distance,Gen Y,Bachelor Degree
820,45,0.0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,1,Male,69,1,Research Scientist,4,Married,2654,9655,3,Y,No,21,4,80,2,3,2,0,2,High,Mid-level,Better,Short Distance,Gen Y,Associate Degree
821,30,0.0,Travel_Rarely,855,Sales,7,4,Marketing,1,4,Female,73,2,Sales Executive,1,Divorced,4779,12761,7,Y,No,14,2,80,2,3,2,0,2,Medium,Junior,Better,Short Distance,Gen Z,Doctoral Degree
822,33,0.0,Travel_Frequently,1146,Sales,25,3,Medical,1,2,Female,82,2,Sales Executive,3,Married,4539,4905,1,Y,No,12,1,80,1,3,7,0,1,Medium,Junior,Good,Long Distance,Millennials,Bachelor Degree
823,33,0.0,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,2,Male,99,1,Human Resources,3,Married,3600,8429,1,Y,No,13,4,80,1,2,4,1,4,High,Junior,Better,Short Distance,Millennials,Bachelor Degree
824,42,0.0,Travel_Frequently,748,Research & Development,9,2,Medical,1,1,Female,74,1,Laboratory Technician,4,Single,3673,16458,1,Y,No,13,3,80,0,3,9,5,8,Medium,Junior,Better,Short Distance,Gen Y,Associate Degree
825,43,0.0,Travel_Rarely,531,Sales,4,4,Marketing,1,4,Female,56,3,Sales Executive,4,Single,10231,20364,3,Y,No,14,4,80,0,3,7,15,17,Very High,Junior,Better,Short Distance,Gen Y,Doctoral Degree
826,39,0.0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,4,Female,65,4,Manufacturing Director,4,Married,12742,7060,1,Y,No,16,3,80,1,3,6,11,8,High,Junior,Good,Short Distance,Millennials,High School
827,39,0.0,Travel_Rarely,1431,Research & Development,1,4,Medical,1,3,Female,96,1,Laboratory Technician,3,Divorced,2232,15417,7,Y,No,14,3,80,3,1,2,1,2,High,Junior,Better,Short Distance,Millennials,Doctoral Degree
828,35,0.0,Non-Travel,1212,Sales,8,2,Marketing,1,3,Female,78,3,Sales Executive,4,Married,10377,13755,4,Y,Yes,11,2,80,1,6,2,4,12,High,Junior,Good,Short Distance,Millennials,Associate Degree
829,40,0.0,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,3,Female,84,3,Manufacturing Director,4,Single,7945,19948,6,Y,Yes,15,4,80,0,2,2,3,3,High,Senior,Good,Medium Distance,Millennials,Bachelor Degree
830,26,1.0,Travel_Rarely,1449,Research & Development,16,4,Medical,1,1,Male,45,1,Laboratory Technician,2,Divorced,2373,14180,2,Y,Yes,13,4,80,1,2,2,0,2,Medium,Junior,Better,Medium Distance,Gen Z,Doctoral Degree
831,40,0.0,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1,Female,80,3,Manufacturing Director,3,Married,10435,25800,1,Y,No,13,4,80,2,2,15,14,12,Medium,Junior,Good,Medium Distance,Millennials,Bachelor Degree
832,51,0.0,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,3,Female,87,2,Sales Executive,4,Married,4936,14862,4,Y,No,11,3,80,1,2,7,0,7,High,Senior,Good,Medium Distance,Gen X,Associate Degree
833,45,0.0,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,1,Male,66,3,Healthcare Representative,2,Divorced,7441,20933,1,Y,No,12,1,80,3,4,8,7,7,Low,Junior,Better,Short Distance,Gen Y,Doctoral Degree
834,40,0.0,Travel_Rarely,1202,Research & Development,2,1,Medical,1,2,Female,89,2,Healthcare Representative,3,Divorced,6377,13888,5,Y,No,20,2,80,3,0,11,11,8,Medium,Junior,Better,Short Distance,Millennials,High School
835,32,0.0,Travel_Rarely,604,Sales,8,3,Medical,1,3,Male,56,2,Sales Executive,4,Married,6209,11693,1,Y,No,15,3,80,2,4,7,0,8,High,Junior,Better,Short Distance,Millennials,Bachelor Degree
836,28,0.0,Travel_Rarely,995,Research & Development,9,3,Medical,1,3,Female,77,1,Research Scientist,3,Divorced,2377,9834,5,Y,No,18,2,80,1,2,2,2,2,Medium,Junior,Better,Short Distance,Gen Z,Bachelor Degree
837,31,0.0,Travel_Frequently,1125,Sales,7,4,Marketing,1,1,Female,68,3,Sales Executive,1,Married,9637,8277,2,Y,No,14,4,80,2,3,2,2,2,Medium,Mid-level,Better,Short Distance,Millennials,Doctoral Degree
838,58,0.0,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,1,Male,87,4,Research Director,3,Married,15787,21624,2,Y,Yes,14,2,80,0,3,2,2,2,Medium,Expert,Better,Medium Distance,Gen X,Doctoral Degree
839,40,0.0,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,3,Female,79,5,Manager,3,Married,18041,13022,0,Y,No,14,4,80,0,2,15,1,12,High,Junior,Better,Short Distance,Millennials,Doctoral Degree
840,45,0.0,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,1,Male,97,3,Laboratory Technician,1,Divorced,5210,20308,1,Y,No,18,1,80,1,2,9,9,11,Low,Junior,Better,Short Distance,Gen Y,Bachelor Degree
841,44,0.0,Travel_Rarely,1315,Research & Development,3,4,Other,1,4,Male,35,5,Manager,4,Married,19513,9358,4,Y,Yes,12,1,80,1,2,2,0,1,High,Expert,Better,Short Distance,Gen Y,Doctoral Degree
842,50,0.0,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1,4,Female,43,4,Research Director,1,Married,16880,22422,4,Y,Yes,11,2,80,0,2,2,1,2,Medium,Expert,Better,Long Distance,Gen Y,Bachelor Degree
843,45,0.0,Non-Travel,248,Research & Development,23,2,Life Sciences,1,4,Male,42,2,Laboratory Technician,1,Married,3633,14039,1,Y,Yes,15,3,80,1,2,8,0,8,Medium,Junior,Better,Long Distance,Gen Y,Associate Degree
844,35,0.0,Travel_Frequently,853,Sales,18,5,Life Sciences,1,2,Male,71,3,Sales Executive,1,Married,9069,11031,1,Y,No,22,4,80,1,3,8,1,8,Medium,Junior,Better,Medium Distance,Millennials,Master Degree
845,48,0.0,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,4,Male,54,3,Manufacturing Director,4,Single,7898,18706,1,Y,No,11,3,80,0,2,9,0,8,High,Junior,Better,Short Distance,Gen Y,Bachelor Degree
846,40,0.0,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,1,Male,62,2,Research Scientist,4,Divorced,3319,24447,1,Y,No,17,1,80,2,3,8,4,7,Medium,Junior,Better,Long Distance,Millennials,Associate Degree
847,42,0.0,Travel_Rarely,544,Human Resources,2,1,Technical Degree,1,3,Male,52,1,Human Resources,3,Divorced,2696,24017,0,Y,Yes,11,3,80,1,5,2,1,0,High,Junior,Better,Short Distance,Gen Y,High School
848,48,0.0,Travel_Frequently,117,Research & Development,22,3,Medical,1,4,Female,58,4,Manager,4,Divorced,17174,2437,3,Y,No,11,2,80,1,3,17,4,7,High,Junior,Better,Long Distance,Gen Y,Bachelor Degree
849,21,0.0,Travel_Rarely,996,Research & Development,3,2,Medical,1,4,Male,100,1,Research Scientist,3,Single,3230,10531,1,Y,No,17,1,80,0,4,2,1,0,Medium,Junior,Better,Short Distance,Gen Z,Associate Degree
850,38,0.0,Travel_Rarely,268,Research & Development,2,5,Medical,1,4,Male,92,1,Research Scientist,3,Married,3057,20471,6,Y,Yes,13,2,80,1,0,0,0,1,High,Junior,Good,Short Distance,Millennials,Master Degree
851,35,0.0,Travel_Rarely,1142,Research & Development,23,4,Medical,1,3,Female,30,1,Laboratory Technician,1,Married,4014,16002,3,Y,Yes,15,3,80,1,3,2,2,2,Medium,Junior,Better,Long Distance,Millennials,Doctoral Degree
852,28,1.0,Travel_Rarely,1157,Research & Development,2,4,Medical,1,1,Male,84,1,Research Scientist,4,Married,3464,24737,5,Y,Yes,13,4,80,0,4,2,2,2,High,Junior,Good,Short Distance,Gen Z,Doctoral Degree
853,23,0.0,Travel_Frequently,638,Sales,9,3,Marketing,1,4,Male,33,1,Sales Representative,1,Married,1790,26956,1,Y,No,19,1,80,1,3,0,1,0,Medium,Junior,Good,Short Distance,Gen Z,Bachelor Degree
854,53,0.0,Travel_Rarely,1376,Sales,2,2,Medical,1,3,Male,45,4,Manager,3,Divorced,14852,13938,6,Y,No,13,3,80,1,3,13,15,2,High,Junior,Better,Short Distance,Gen X,Associate Degree
855,35,0.0,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,3,Male,60,3,Manufacturing Director,4,Single,9362,19944,2,Y,No,11,3,80,0,2,2,2,2,High,Mid-level,Better,Medium Distance,Millennials,Associate Degree
856,36,0.0,Travel_Frequently,1480,Research & Development,3,2,Medical,1,4,Male,30,1,Laboratory Technician,2,Single,2088,15062,4,Y,No,12,3,80,0,3,7,7,2,High,Junior,Good,Short Distance,Millennials,Associate Degree
857,36,0.0,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,1,3,Female,59,3,Healthcare Representative,3,Divorced,10096,8202,1,Y,No,13,2,80,3,2,14,12,8,Medium,Junior,Better,Short Distance,Millennials,Bachelor Degree
858,59,0.0,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,3,Female,69,4,Manufacturing Director,4,Single,13726,21829,3,Y,Yes,13,1,80,0,4,3,4,3,Medium,Expert,Good,Short Distance,Gen X,Bachelor Degree
859,33,0.0,Travel_Rarely,392,Sales,2,4,Medical,1,4,Male,93,2,Sales Executive,4,Divorced,5505,3921,1,Y,No,14,3,80,2,5,2,0,4,High,Junior,Better,Short Distance,Millennials,Doctoral Degree
860,40,0.0,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1,3,Female,99,1,Laboratory Technician,1,Married,3377,25605,4,Y,No,17,4,80,1,5,3,0,2,Medium,Junior,Good,Short Distance,Millennials,Associate Degree
861,45,0.0,Travel_Rarely,1015,Research & Development,5,5,Medical,1,3,Female,50,2,Laboratory Technician,1,Single,5769,23447,1,Y,Yes,14,1,80,0,3,7,1,4,Low,Junior,Good,Short Distance,Gen Y,Master Degree
862,32,0.0,Travel_Rarely,529,Research & Development,2,3,Technical Degree,1,4,Male,78,1,Research Scientist,1,Single,2439,11288,1,Y,No,14,4,80,0,4,2,1,2,High,Junior,Better,Short Distance,Millennials,Bachelor Degree
863,49,0.0,Travel_Rarely,174,Sales,8,4,Technical Degree,1,4,Male,56,4,Sales Executive,2,Married,13120,11879,6,Y,No,17,2,80,1,3,8,2,3,Medium,Senior,Good,Short Distance,Gen Y,Doctoral Degree
864,36,0.0,Travel_Rarely,132,Research & Development,6,3,Life Sciences,1,2,Female,55,1,Laboratory Technician,4,Married,3038,22002,3,Y,No,12,2,80,0,3,0,0,0,Medium,Junior,Better,Short Distance,Millennials,Bachelor Degree
865,23,0.0,Travel_Rarely,427,Sales,7,3,Life Sciences,1,3,Male,99,1,Sales Representative,4,Divorced,2275,25103,1,Y,Yes,21,2,80,1,2,2,0,2,High,Junior,Better,Short Distance,Gen Z,Bachelor Degree
866,30,0.0,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,4,Female,78,1,Research Scientist,1,Single,4968,26427,0,Y,No,16,4,80,0,2,7,0,7,High,Junior,Good,Short Distance,Gen Z,Doctoral Degree
867,53,0.0,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,3,Male,59,4,Research Director,3,Married,14814,13514,3,Y,No,19,3,80,0,3,1,1,3,High,Expert,Better,Short Distance,Gen X,Bachelor Degree
868,53,0.0,Travel_Rarely,868,Sales,8,3,Marketing,1,1,Male,73,4,Sales Executive,4,Married,11836,22789,5,Y,No,14,3,80,1,3,0,2,2,Medium,Expert,Better,Short Distance,Gen X,Bachelor Degree
869,58,0.0,Non-Travel,350,Sales,2,3,Medical,1,2,Male,52,4,Manager,2,Divorced,16291,22577,4,Y,No,22,4,80,1,0,9,14,14,Medium,Expert,Better,Short Distance,Gen X,Bachelor Degree
870,44,0.0,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,3,Female,44,1,Human Resources,4,Divorced,3195,4167,4,Y,Yes,18,1,80,3,2,2,2,2,Medium,Mid-level,Better,Short Distance,Gen Y,Bachelor Degree
871,37,0.0,Travel_Rarely,1470,Research & Development,10,3,Medical,1,2,Female,71,1,Research Scientist,2,Married,3936,9953,1,Y,No,11,1,80,1,2,4,7,7,Low,Junior,Good,Short Distance,Millennials,Bachelor Degree
872,31,1.0,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1,3,Female,100,3,Manufacturing Director,2,Single,7446,8931,1,Y,No,11,1,80,0,2,8,4,7,Medium,Junior,Better,Short Distance,Millennials,Master Degree
873,34,0.0,Non-Travel,967,Research & Development,16,4,Technical Degree,1,4,Male,85,1,Research Scientist,1,Married,2307,14460,1,Y,Yes,23,2,80,1,2,2,3,0,Medium,Junior,Good,Medium Distance,Millennials,Doctoral Degree
874,29,0.0,Travel_Rarely,1389,Research & Development,21,4,Life Sciences,1,2,Female,51,3,Manufacturing Director,1,Divorced,9980,10195,1,Y,No,11,3,80,1,1,9,8,8,Medium,Junior,Better,Long Distance,Gen Z,Doctoral Degree
875,35,0.0,Travel_Rarely,287,Research & Development,1,4,Life Sciences,1,3,Female,62,1,Research Scientist,4,Married,2977,8952,1,Y,No,12,4,80,1,5,3,1,1,High,Junior,Good,Short Distance,Millennials,Doctoral Degree
876,26,1.0,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1,Male,57,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,2,80,1,2,2,1,2,Low,Junior,Better,Short Distance,Gen Z,Bachelor Degree
877,20,1.0,Travel_Rarely,500,Sales,2,3,Medical,1,3,Female,49,1,Sales Representative,3,Single,2044,22052,1,Y,No,13,4,80,0,3,2,0,2,High,Junior,Good,Short Distance,Gen Z,Bachelor Degree
878,31,0.0,Travel_Rarely,828,Sales,2,1,Life Sciences,1,2,Male,77,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,80,0,2,5,0,5,High,Junior,Better,Short Distance,Millennials,High School
879,33,0.0,Travel_Rarely,1075,Human Resources,3,2,Human Resources,1,4,Male,57,1,Human Resources,2,Divorced,2277,22650,3,Y,Yes,11,3,80,1,4,3,0,3,High,Junior,Better,Short Distance,Millennials,Associate Degree
880,25,0.0,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,1,Male,81,1,Laboratory Technician,4,Married,3229,4910,4,Y,No,11,2,80,1,2,2,0,2,Medium,Junior,Good,Short Distance,Gen Z,Bachelor Degree
881,34,0.0,Travel_Rarely,1442,Research & Development,9,3,Medical,1,4,Female,46,3,Healthcare Representative,2,Single,8621,17654,1,Y,No,14,2,80,0,3,7,7,7,Medium,Junior,Better,Short Distance,Millennials,Bachelor Degree
882,32,0.0,Travel_Rarely,371,Sales,19,3,Life Sciences,1,4,Male,80,3,Sales Executive,3,Married,9610,3840,3,Y,No,13,3,80,1,2,3,0,2,High,Mid-level,Bad,Medium Distance,Millennials,Bachelor Degree
883,33,0.0,Travel_Frequently,515,Research & Development,1,2,Life Sciences,1,1,Female,98,3,Research Director,4,Single,13458,15146,1,Y,Yes,12,3,80,0,1,14,8,12,Medium,Junior,Better,Short Distance,Millennials,Associate Degree
884,45,0.0,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,1,2,Male,55,3,Manufacturing Director,4,Married,9380,14720,4,Y,Yes,18,4,80,2,4,1,1,2,High,Mid-level,Better,Long Distance,Gen Y,Bachelor Degree
885,40,0.0,Travel_Frequently,902,Research & Development,26,2,Medical,1,3,Female,92,2,Research Scientist,4,Married,4422,21203,3,Y,Yes,13,4,80,1,3,1,0,0,High,Senior,Good,Long Distance,Millennials,Associate Degree
886,31,0.0,Non-Travel,325,Research & Development,5,3,Medical,1,2,Male,74,2,Manufacturing Director,1,Single,9936,3787,0,Y,No,19,2,80,0,2,4,1,7,Low,Junior,Better,Short Distance,Millennials,Bachelor Degree
887,22,0.0,Travel_Rarely,253,Research & Development,11,3,Medical,1,1,Female,43,1,Research Scientist,2,Married,2244,24440,1,Y,No,13,4,80,1,1,1,1,2,Medium,Junior,Better,Medium Distance,Gen Z,Bachelor Degree
888,38,1.0,Travel_Rarely,1180,Research & Development,29,1,Medical,1,2,Male,70,2,Healthcare Representative,1,Married,6673,11354,7,Y,Yes,19,2,80,0,2,0,0,0,Low,Senior,Better,Long Distance,Millennials,High School
889,35,0.0,Travel_Rarely,1395,Research & Development,9,4,Medical,1,2,Male,48,2,Research Scientist,3,Single,5098,18698,1,Y,No,19,2,80,0,5,7,0,8,Medium,Junior,Better,Short Distance,Millennials,Doctoral Degree
890,43,0.0,Travel_Rarely,782,Research & Development,6,4,Other,1,2,Male,50,4,Research Director,4,Divorced,16627,2671,4,Y,Yes,14,3,80,1,3,0,0,0,High,Senior,Good,Short Distance,Gen Y,Doctoral Degree
891,29,0.0,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1,3,Male,91,1,Research Scientist,3,Married,2451,22376,6,Y,No,18,1,80,2,2,0,0,0,Medium,Junior,Better,Short Distance,Gen Z,Bachelor Degree
892,48,0.0,Travel_Rarely,530,Sales,29,1,Medical,1,1,Female,91,3,Manager,3,Married,12504,23978,3,Y,No,21,2,80,1,3,0,0,0,Medium,Senior,Good,Long Distance,Gen Y,High School
893,18,0.0,Non-Travel,287,Research & Development,5,2,Life Sciences,1,2,Male,73,1,Research Scientist,4,Single,1051,13493,1,Y,No,15,4,80,0,2,0,0,0,High,Junior,Better,Short Distance,Gen Z,Associate Degree
894,36,0.0,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,4,Male,79,2,Healthcare Representative,1,Divorced,6842,26308,6,Y,No,20,1,80,1,3,4,0,4,Medium,Mid-level,Better,Short Distance,Millennials,Associate Degree
895,35,0.0,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,1,3,Male,62,3,Manufacturing Director,2,Single,8095,18264,0,Y,No,13,4,80,0,5,6,0,13,High,Junior,Better,Short Distance,Millennials,Doctoral Degree
896,28,0.0,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,4,Male,52,1,Laboratory Technician,4,Married,3867,14222,1,Y,Yes,12,2,80,1,2,2,2,2,High,Junior,Good,Short Distance,Gen Z,Bachelor Degree
897,23,0.0,Travel_Rarely,160,Research & Development,4,1,Medical,1,3,Female,51,1,Laboratory Technician,2,Single,3295,12862,1,Y,No,13,3,80,0,3,2,1,2,Medium,Junior,Good,Short Distance,Gen Z,High School
898,29,0.0,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1,4,Male,59,1,Laboratory Technician,1,Single,2062,19384,3,Y,No,14,2,80,0,2,2,1,2,Medium,Mid-level,Better,Short Distance,Gen Z,Bachelor Degree
899,48,0.0,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,4,Female,40,4,Manager,1,Married,15402,17997,7,Y,No,11,1,80,1,3,2,0,2,Medium,Senior,Good,Short Distance,Gen Y,Doctoral Degree
900,29,0.0,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1,Male,56,1,Human Resources,1,Divorced,2335,3157,4,Y,Yes,15,4,80,3,3,2,2,0,Medium,Junior,Good,Medium Distance,Gen Z,Bachelor Degree
901,40,0.0,Travel_Rarely,989,Research & Development,4,1,Medical,1,4,Female,46,5,Manager,3,Married,19033,6499,1,Y,No,14,2,80,1,2,8,9,9,High,Junior,Better,Short Distance,Millennials,High School
902,35,0.0,Travel_Rarely,219,Research & Development,16,2,Other,1,4,Female,44,2,Manufacturing Director,2,Married,4788,25388,0,Y,Yes,11,4,80,0,2,2,0,2,High,Junior,Good,Medium Distance,Millennials,Associate Degree
903,26,0.0,Travel_Rarely,390,Research & Development,17,4,Medical,1,4,Male,62,1,Laboratory Technician,3,Married,2305,6217,1,Y,No,15,3,80,3,3,2,0,2,High,Junior,Good,Medium Distance,Gen Z,Doctoral Degree
904,54,0.0,Travel_Rarely,584,Research & Development,22,5,Medical,1,2,Female,91,4,Manager,3,Married,17426,18685,3,Y,No,25,3,80,1,6,8,4,7,Medium,Expert,Better,Long Distance,Gen X,Master Degree
905,25,0.0,Travel_Rarely,141,Sales,3,1,Other,1,3,Male,98,2,Sales Executive,1,Married,4194,14363,1,Y,Yes,18,4,80,0,3,3,0,3,Medium,Junior,Better,Short Distance,Gen Z,High School
906,29,1.0,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,2,Female,39,1,Laboratory Technician,3,Divorced,3339,17285,3,Y,Yes,13,1,80,2,2,7,7,7,Medium,Junior,Better,Short Distance,Gen Z,Bachelor Degree
907,55,0.0,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,4,Male,65,3,Manufacturing Director,2,Married,10976,15813,3,Y,No,18,2,80,1,4,2,1,2,Medium,Senior,Better,Short Distance,Gen X,High School
908,35,0.0,Travel_Rarely,303,Sales,27,3,Life Sciences,1,3,Male,84,2,Sales Executive,4,Single,5813,13492,1,Y,Yes,18,4,80,0,2,7,7,7,High,Junior,Better,Long Distance,Millennials,Bachelor Degree
909,31,0.0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,3,Male,33,3,Manufacturing Director,2,Divorced,10648,14394,1,Y,No,25,4,80,1,6,8,0,8,High,Junior,Better,Short Distance,Millennials,High School
910,40,0.0,Travel_Rarely,444,Sales,2,2,Marketing,1,2,Female,92,2,Sales Executive,2,Married,5677,4258,3,Y,No,14,3,80,1,4,8,5,10,Medium,Junior,Better,Short Distance,Millennials,Associate Degree
911,38,0.0,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,1,Male,59,1,Sales Representative,1,Single,2858,11473,4,Y,No,14,1,80,0,3,0,0,0,Low,Senior,Good,Short Distance,Millennials,Bachelor Degree
912,36,0.0,Travel_Rarely,216,Research & Development,6,2,Medical,1,2,Male,84,2,Manufacturing Director,2,Divorced,4941,2819,6,Y,No,20,4,80,2,0,2,0,1,Medium,Junior,Better,Short Distance,Millennials,Associate Degree
913,36,0.0,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,4,Female,97,2,Manufacturing Director,2,Divorced,5131,9192,7,Y,No,13,2,80,3,3,2,0,2,Medium,Senior,Better,Short Distance,Millennials,Associate Degree
